CustomerID;FirstName;LastName;Gender;Age;City;Region;SignupDate;Segment
200127;Κατερίνα;Παπανικολάου;F;71;Τρίκαλα;Θεσσαλία;2025-01-19;Silver
200128;Δήμητρα;Μιχαηλίδης;F;29;Βόλος;Θεσσαλία;2025-09-19;Gold
200129;Παναγιώτης;Παπανικολάου;M;54;Ρόδος;Νότιο Αιγαίο;2024-02-10;Gold
200130;Κώστας;Καραγιάννης;M;22;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-05-23;Bronze
200131;Δημήτρης;Δημητρίου;M;66;Βόλος;Θεσσαλία;2024-12-31;Bronze
200132;Δήμητρα;Δημητρίου;F;49;Ιωάννινα;Ήπειρος;2025-07-12;Bronze
200133;Χριστίνα;Νικολάου;F;53;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-07-31;Bronze
200134;Παναγιώτης;Βλάχος;M;33;Αθήνα;Αττική;2025-10-22;Silver
200135;Γιώργος;Βλάχος;M;48;Αθήνα;Αττική;2024-02-13;Bronze
200136;Κώστας;Νικολάου;M;50;Βόλος;Θεσσαλία;2024-11-26;Bronze
200137;Μαρία;Ζαχαρίου;F;66;Λάρισα;Θεσσαλία;2025-05-19;Bronze
200138;Αγγελική;Δημητρίου;F;20;Ηράκλειο;Κρήτη;2025-08-26;Bronze
200139;Θανάσης;Καραγιάννης;M;18;Βόλος;Θεσσαλία;2025-12-19;Bronze
200140;Αγγελική;Σταματίου;F;43;Ηράκλειο;Κρήτη;2024-06-04;Silver
200141;Σοφία;Λαμπρόπουλος;F;41;Χανιά;Κρήτη;2025-02-01;Bronze
200142;Θανάσης;Κωνσταντίνου;M;39;Ηράκλειο;Κρήτη;2024-11-30;Gold
200143;Ελένη;Αναστασίου;F;46;Αθήνα;Αττική;2025-04-01;Silver
200144;Άννα;Σταματίου;F;25;Αθήνα;Αττική;2025-01-31;Gold
200145;Δημήτρης;Χατζής;M;65;Τρίκαλα;Θεσσαλία;2024-11-01;Gold
200146;Θανάσης;Αναστασίου;M;41;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-02-25;Silver
200147;Θανάσης;Κωνσταντίνου;M;31;Χανιά;Κρήτη;2024-01-25;Bronze
200148;Κώστας;Παπανικολάου;M;31;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-02-01;Silver
200149;Χριστίνα;Πετρόπουλος;F;66;Πάτρα;Δυτική Ελλάδα;2025-05-18;Silver
200150;Άννα;Δημητρίου;F;57;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-01;Gold
200151;Γιώργος;Κωνσταντίνου;M;18;Λάρισα;Θεσσαλία;2025-03-31;Bronze
200152;Νίκος;Οικονόμου;M;41;Ηράκλειο;Κρήτη;2025-10-23;Bronze
200153;Δήμητρα;Δημητρίου;F;35;Ιωάννινα;Ήπειρος;2025-10-31;Bronze
200154;Νίκος;Αναστασίου;M;27;Λάρισα;Θεσσαλία;2025-04-12;Platinum
200155;Νίκος;Παπαδόπουλος;M;48;Πάτρα;Δυτική Ελλάδα;2024-01-15;Bronze
200156;Μιχάλης;Χατζής;M;62;Χανιά;Κρήτη;2024-10-06;Bronze
200157;Ελένη;Νικολάου;F;31;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-02-11;Silver
200158;Γιώργος;Καραγιάννης;M;45;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-02-26;Bronze
200159;Θανάσης;Οικονόμου;M;60;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-10-14;Silver
200160;Άννα;Κωνσταντίνου;F;19;Σέρρες;Κεντρική Μακεδονία;2024-10-05;Platinum
200161;Δημήτρης;Σπυρόπουλος;M;69;Αθήνα;Αττική;2025-10-27;Bronze
200162;Αγγελική;Καραγιάννης;F;68;Ηράκλειο;Κρήτη;2024-02-18;Bronze
200163;Θανάσης;Ιωαννίδης;M;47;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-07-11;Bronze
200164;Αγγελική;Λαμπρόπουλος;F;27;Βόλος;Θεσσαλία;2025-10-16;Bronze
200165;Θανάσης;Μιχαηλίδης;M;41;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-12-21;Gold
200166;Μιχάλης;Λαμπρόπουλος;M;44;Βόλος;Θεσσαλία;2025-03-18;Bronze
200167;Κατερίνα;Παπανικολάου;F;40;Σέρρες;Κεντρική Μακεδονία;2025-04-22;Silver
200168;Γιώργος;Παπανικολάου;M;50;Σέρρες;Κεντρική Μακεδονία;2024-05-28;Silver
200169;Θανάσης;Νικολάου;M;70;Ηράκλειο;Κρήτη;2025-12-10;Bronze
200170;Ελένη;Ζαχαρίου;F;52;Αθήνα;Αττική;2025-06-16;Bronze
200171;Παναγιώτης;Λαμπρόπουλος;M;60;Πάτρα;Δυτική Ελλάδα;2024-08-20;Silver
200172;Ιωάννα;Γεωργίου;F;38;Τρίκαλα;Θεσσαλία;2025-01-17;Silver
200173;Αγγελική;Μιχαηλίδης;F;32;Ρόδος;Νότιο Αιγαίο;2024-12-25;Silver
200174;Δημήτρης;Σπυρόπουλος;M;27;Τρίκαλα;Θεσσαλία;2024-07-11;Silver
200175;Μιχάλης;Νικολάου;M;22;Τρίκαλα;Θεσσαλία;2024-11-09;Bronze
200176;Σοφία;Αλεξίου;F;52;Σέρρες;Κεντρική Μακεδονία;2024-04-08;Platinum
200177;Γιώργος;Παπαδόπουλος;M;19;Λάρισα;Θεσσαλία;2024-05-03;Bronze
200178;Νίκος;Κωνσταντίνου;M;46;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-03-08;Platinum
200179;Μαρία;Πετρόπουλος;F;37;Βόλος;Θεσσαλία;2025-02-01;Bronze
200180;Χριστίνα;Πετρόπουλος;F;55;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-10-12;Silver
200181;Μιχάλης;Οικονόμου;M;49;Βόλος;Θεσσαλία;2024-12-25;Bronze
200182;Χριστίνα;Λαμπρόπουλος;F;67;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-03-08;Silver
200183;Ιωάννα;Παπαδόπουλος;F;42;Αθήνα;Αττική;2025-05-14;Gold
200184;Μιχάλης;Κωνσταντίνου;M;52;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-03-25;Bronze
200185;Μιχάλης;Μιχαηλίδης;M;65;Βόλος;Θεσσαλία;2024-09-04;Silver
200186;Μαρία;Παπανικολάου;F;37;Χανιά;Κρήτη;2025-12-21;Gold
200187;Θανάσης;Καρράς;M;24;Αθήνα;Αττική;2025-12-01;Bronze
200188;Βασίλης;Σπυρόπουλος;M;22;Χανιά;Κρήτη;2024-07-04;Silver
200189;Αγγελική;Οικονόμου;F;34;Ρόδος;Νότιο Αιγαίο;2024-04-30;Silver
200190;Κατερίνα;Σπυρόπουλος;F;36;Πάτρα;Δυτική Ελλάδα;2024-02-10;Bronze
200191;Χριστίνα;Γεωργίου;F;61;Πάτρα;Δυτική Ελλάδα;2024-03-19;Bronze
200192;Άννα;Παπαδόπουλος;F;42;Τρίκαλα;Θεσσαλία;2025-10-31;Gold
200193;Μαρία;Αναστασίου;F;29;Ηράκλειο;Κρήτη;2024-12-14;Gold
200194;Άννα;Σπυρόπουλος;F;69;Τρίκαλα;Θεσσαλία;2024-04-28;Bronze
200195;Κώστας;Πετρόπουλος;M;54;Αθήνα;Αττική;2025-03-24;Silver
200196;Μαρία;Ζαχαρίου;F;62;Βόλος;Θεσσαλία;2025-10-12;Silver
200197;Ιωάννα;Οικονόμου;F;35;Ιωάννινα;Ήπειρος;2025-07-24;Silver
200198;Νίκος;Δημητρίου;M;34;Σέρρες;Κεντρική Μακεδονία;2025-01-01;Silver
200199;Κώστας;Γεωργίου;M;19;Πάτρα;Δυτική Ελλάδα;2024-03-29;Silver
200200;Μιχάλης;Λαμπρόπουλος;M;41;Χανιά;Κρήτη;2024-09-26;Silver
200201;Θανάσης;Καρράς;M;25;Χανιά;Κρήτη;2024-02-10;Bronze
200202;Παναγιώτης;Νικολάου;M;65;Τρίκαλα;Θεσσαλία;2025-02-04;Bronze
200203;Βασίλης;Παπαδόπουλος;M;25;Χανιά;Κρήτη;2025-11-12;Bronze
200204;Παναγιώτης;Νικολάου;M;38;Ηράκλειο;Κρήτη;2025-05-06;Gold
200205;Μιχάλης;Καραγιάννης;M;48;Ηράκλειο;Κρήτη;2024-04-11;Bronze
200206;Κώστας;Νικολάου;M;72;Χανιά;Κρήτη;2024-05-28;Gold
200207;Μιχάλης;Ζαχαρίου;M;22;Ρόδος;Νότιο Αιγαίο;2024-06-17;Bronze
200208;Δήμητρα;Βλάχος;F;70;Λάρισα;Θεσσαλία;2025-02-20;Bronze
200209;Μαρία;Παπανικολάου;F;67;Ιωάννινα;Ήπειρος;2024-01-29;Bronze
200210;Χριστίνα;Σπυρόπουλος;F;56;Ηράκλειο;Κρήτη;2024-05-10;Silver
200211;Κατερίνα;Βλάχος;F;56;Χανιά;Κρήτη;2024-10-21;Silver
200212;Χρήστος;Πετρόπουλος;M;19;Ιωάννινα;Ήπειρος;2024-03-08;Silver
200213;Γιώργος;Ιωαννίδης;M;35;Ιωάννινα;Ήπειρος;2024-10-14;Silver
200214;Σοφία;Λαμπρόπουλος;F;56;Βόλος;Θεσσαλία;2024-11-11;Gold
200215;Αγγελική;Καραγιάννης;F;42;Τρίκαλα;Θεσσαλία;2025-08-26;Silver
200216;Μιχάλης;Παπανικολάου;M;23;Τρίκαλα;Θεσσαλία;2025-05-16;Platinum
200217;Παναγιώτης;Κωνσταντίνου;M;35;Λάρισα;Θεσσαλία;2025-08-31;Silver
200218;Δήμητρα;Βλάχος;F;54;Ηράκλειο;Κρήτη;2024-12-22;Platinum
200219;Ανδρέας;Ζαχαρίου;M;61;Ιωάννινα;Ήπειρος;2024-10-12;Bronze
200220;Άννα;Πετρόπουλος;F;68;Πάτρα;Δυτική Ελλάδα;2025-12-05;Bronze
200221;Αγγελική;Λαμπρόπουλος;F;38;Ηράκλειο;Κρήτη;2025-04-18;Silver
200222;Νίκος;Αναστασίου;M;58;Ηράκλειο;Κρήτη;2024-07-29;Silver
200223;Κατερίνα;Καραγιάννης;F;41;Ηράκλειο;Κρήτη;2025-02-05;Silver
200224;Γεωργία;Σπυρόπουλος;F;52;Βόλος;Θεσσαλία;2024-05-29;Bronze
200225;Παναγιώτης;Γεωργίου;M;42;Χανιά;Κρήτη;2025-02-06;Bronze
200226;Παναγιώτης;Καραγιάννης;M;47;Χανιά;Κρήτη;2025-08-20;Gold
200227;Άννα;Κωνσταντίνου;F;21;Ιωάννινα;Ήπειρος;2025-10-05;Platinum
200228;Μιχάλης;Καρράς;M;42;Βόλος;Θεσσαλία;2024-05-02;Bronze
200229;Ανδρέας;Οικονόμου;M;20;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-10-11;Bronze
200230;Κατερίνα;Γεωργίου;F;65;Σέρρες;Κεντρική Μακεδονία;2025-03-09;Bronze
200231;Γιώργος;Γεωργίου;M;39;Ρόδος;Νότιο Αιγαίο;2024-10-10;Bronze
200232;Δημήτρης;Βλάχος;M;57;Ρόδος;Νότιο Αιγαίο;2025-08-07;Gold
200233;Άννα;Νικολάου;F;19;Χανιά;Κρήτη;2025-08-21;Bronze
200234;Κώστας;Μιχαηλίδης;M;31;Χανιά;Κρήτη;2025-09-23;Bronze
200235;Νίκος;Χατζής;M;65;Ρόδος;Νότιο Αιγαίο;2024-10-03;Gold
200236;Νίκος;Βλάχος;M;72;Ιωάννινα;Ήπειρος;2024-08-14;Bronze
200237;Κώστας;Βλάχος;M;35;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-04;Bronze
200238;Χριστίνα;Χατζής;F;56;Ιωάννινα;Ήπειρος;2025-04-01;Bronze
200239;Νίκος;Καρράς;M;63;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-03-29;Bronze
200240;Γεωργία;Μιχαηλίδης;F;19;Χανιά;Κρήτη;2024-10-05;Bronze
200241;Χριστίνα;Ζαχαρίου;F;39;Βόλος;Θεσσαλία;2024-01-22;Silver
200242;Ιωάννα;Πετρόπουλος;F;31;Βόλος;Θεσσαλία;2024-05-27;Silver
200243;Κατερίνα;Μιχαηλίδης;F;31;Ηράκλειο;Κρήτη;2024-11-17;Bronze
200244;Άννα;Αναστασίου;F;32;Ιωάννινα;Ήπειρος;2025-09-06;Gold
200245;Θανάσης;Βλάχος;M;59;Τρίκαλα;Θεσσαλία;2024-03-07;Silver
200246;Χρήστος;Χατζής;M;40;Βόλος;Θεσσαλία;2025-01-25;Bronze
200247;Ιωάννα;Καρράς;F;23;Ιωάννινα;Ήπειρος;2024-09-18;Bronze
200248;Δήμητρα;Κωνσταντίνου;F;48;Πάτρα;Δυτική Ελλάδα;2024-06-21;Bronze
200249;Γιώργος;Μιχαηλίδης;M;41;Αθήνα;Αττική;2024-08-22;Bronze
200250;Νίκος;Πετρόπουλος;M;62;Χανιά;Κρήτη;2024-02-21;Bronze
200251;Ιωάννα;Νικολάου;F;36;Πάτρα;Δυτική Ελλάδα;2025-03-22;Bronze
200252;Δημήτρης;Καρράς;M;37;Πάτρα;Δυτική Ελλάδα;2025-06-17;Bronze
200253;Θανάσης;Οικονόμου;M;54;Σέρρες;Κεντρική Μακεδονία;2024-06-29;Bronze
200254;Χριστίνα;Σταματίου;F;33;Αθήνα;Αττική;2024-07-19;Silver
200255;Νίκος;Γεωργίου;M;35;Πάτρα;Δυτική Ελλάδα;2025-06-30;Bronze
200256;Αγγελική;Ιωαννίδης;F;64;Πάτρα;Δυτική Ελλάδα;2024-06-05;Silver
200257;Δημήτρης;Παπαδόπουλος;M;38;Πάτρα;Δυτική Ελλάδα;2024-10-05;Silver
200258;Βασίλης;Ζαχαρίου;M;21;Ιωάννινα;Ήπειρος;2024-05-18;Bronze
200259;Κατερίνα;Νικολάου;F;33;Ρόδος;Νότιο Αιγαίο;2025-01-11;Silver
200260;Ιωάννα;Βλάχος;F;47;Πάτρα;Δυτική Ελλάδα;2025-12-28;Bronze
200261;Κώστας;Πετρόπουλος;M;66;Αθήνα;Αττική;2024-03-09;Platinum
200262;Γιώργος;Αναστασίου;M;47;Χανιά;Κρήτη;2025-05-16;Silver
200263;Αγγελική;Λαμπρόπουλος;F;64;Ιωάννινα;Ήπειρος;2025-06-21;Silver
200264;Γεωργία;Χατζής;F;63;Τρίκαλα;Θεσσαλία;2025-02-18;Gold
